Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1486D-16H-7-A,53,58,143.73,143.78,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,416
363-U1486D-16H-7-A,58,62,143.78,143.82,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,7,A,,,,,417
363-U1486D-16H-CC-A,0,28,143.82,144.1,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,16,H,CC,A,,,,,418
363-U1486D-17H-1-A,0,102,143.7,144.72,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Ash between 55 and 57 cm. Dark Layer at 143 to 146 cm.,,,,,,,,,,,,,363,U1486,D,17,H,1,A,,,,,419
363-U1486D-17H-1-A,102,108,144.72,144.78,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,1,A,,,,,420
363-U1486D-17H-1-A,108,150,144.78,145.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,1,A,,,,,421
363-U1486D-17H-2-A,0,54,145.2,145.74,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 14, 26, 57, 72, 78, 88, 98, 129, and 140 in section 2.",,,,,,,,,,,,,363,U1486,D,17,H,2,A,,,,,422
363-U1486D-17H-2-A,54,150,145.74,146.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,2,A,,,,,423
363-U1486D-17H-3-A,0,94,146.7,147.64,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Ashes at 112 and 132 in section 3,,,,,,,,,,,,,363,U1486,D,17,H,3,A,,,,,424
363-U1486D-17H-3-A,94,133,147.64,148.03,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,3,A,,,,,425
363-U1486D-17H-3-A,133,150,148.03,148.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,3,A,,,,,426
363-U1486D-17H-4-A,0,28,148.2,148.48,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 58, 69, 80, 102, 129, and 144 cm in section 4",,,,,,,,,,,,,363,U1486,D,17,H,4,A,,,,,427
363-U1486D-17H-4-A,28,32,148.48,148.52,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,4,A,,,,,428
363-U1486D-17H-4-A,32,62,148.52,148.82,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,4,A,,,,,429
363-U1486D-17H-4-A,62,110,148.82,149.3,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,4,A,,,,,430
363-U1486D-17H-4-A,110,150,149.3,149.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,4,A,,,,,431
363-U1486D-17H-5-A,0,5,149.7,149.75,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 69, 106, and 109 cm in section 5.",,,,,,,,,,,,,363,U1486,D,17,H,5,A,,,,,432
363-U1486D-17H-5-A,5,26,149.75,149.96,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,5,A,,,,,433
363-U1486D-17H-5-A,26,96,149.96,150.66,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,5,A,,,,,434
363-U1486D-17H-5-A,96,109,150.66,150.79,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,5,A,,,,,435
363-U1486D-17H-5-A,109,150,150.79,151.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,5,A,,,,,436
363-U1486D-17H-6-A,0,58,151.2,151.78,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 14, 61, 72, 91, 99, and 107 cm in section 6.",,,,,,,,,,,,,363,U1486,D,17,H,6,A,,,,,437
363-U1486D-17H-6-A,58,74,151.78,151.94,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,6,A,,,,,438
363-U1486D-17H-6-A,74,104,151.94,152.24,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,6,A,,,,,439
363-U1486D-17H-6-A,104,138,152.24,152.58,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/2 (very dark brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,6,A,,,,,440
363-U1486D-17H-7-A,0,16,152.58,152.74,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/2 (very dark brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,7,A,,,,,441
363-U1486D-17H-7-A,16,33,152.74,152.91,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,7,A,,,,,442
363-U1486D-17H-7-A,33,62,152.91,153.2,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,17,H,7,A,,,,,443
363-U1486D-17H-CC-A,0,24,153.2,153.44,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Ash at 9 cm in cc.,,,,,,,,,,,,,363,U1486,D,17,H,CC,A,,,,,444
363-U1486D-19H-1-A,0,67,177,177.67,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,445
363-U1486D-19H-1-A,67,80,177.67,177.8,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,446
363-U1486D-19H-1-A,80,122,177.8,178.22,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,447
363-U1486D-19H-1-A,122,134,178.22,178.34,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/1 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,448
363-U1486D-19H-1-A,134,146,178.34,178.46,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,449
363-U1486D-19H-1-A,146,150,178.46,178.5,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,1,A,,,,,450
363-U1486D-19H-2-A,0,5,178.5,178.55,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 2.5/1 (black),slight [DB86],,,,,,"Ashes at 23, 27, 78, 94, 104, and 125 in section 2.",,,,,,,,,,,,,363,U1486,D,19,H,2,A,,,,,451
363-U1486D-19H-2-A,5,64,178.55,179.14,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,2,A,,,,,452
363-U1486D-19H-2-A,64,105,179.14,179.55,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,2,A,,,,,453
363-U1486D-19H-2-A,105,120,179.55,179.7,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,2,A,,,,,454
363-U1486D-19H-2-A,120,150,179.7,180,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,2,A,,,,,455
363-U1486D-19H-3-A,0,35,180,180.35,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 72, 122,132, and 146 cm in section 3",,,,,,,,,,,,,363,U1486,D,19,H,3,A,,,,,456
363-U1486D-19H-3-A,35,63,180.35,180.63,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,3,A,,,,,457
363-U1486D-19H-3-A,63,88,180.63,180.88,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,3,A,,,,,458
363-U1486D-19H-3-A,88,127,180.88,181.27,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,3,A,,,,,459
363-U1486D-19H-3-A,127,150,181.27,181.5,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,3,A,,,,,460
363-U1486D-19H-4-A,0,17,181.5,181.67,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Ashes at 34, 49, 63, and 148 cm in section 4",,,,,,,,,,,,,363,U1486,D,19,H,4,A,,,,,461
363-U1486D-19H-4-A,17,150,181.67,183,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,4,A,,,,,462
363-U1486D-19H-5-A,0,63,183,183.63,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,463
363-U1486D-19H-5-A,63,80,183.63,183.8,,ashy sand [X363],ashy sand,,7.5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,464
363-U1486D-19H-5-A,80,95,183.8,183.95,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,465
363-U1486D-19H-5-A,95,117,183.95,184.17,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,466
363-U1486D-19H-5-A,117,127,184.17,184.27,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,467
363-U1486D-19H-5-A,127,140,184.27,184.4,,ashy sand [X363],ashy sand,,7.5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,468
363-U1486D-19H-5-A,140,150,184.4,184.5,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,5,A,,,,,469
363-U1486D-19H-6-A,0,19,184.5,184.69,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,6,A,,,,,470
363-U1486D-19H-6-A,19,24,184.69,184.74,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,6,A,,,,,471
363-U1486D-19H-6-A,24,31,184.74,184.81,,ashy sand [X363],ashy sand,,7.5YR 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,6,A,,,,,472
363-U1486D-19H-6-A,31,66,184.81,185.16,,ash(tuff) [MMK88m],ash(tuff),,7.5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,6,A,,,,,473
363-U1486D-19H-6-A,66,150,185.16,186,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,19,H,6,A,,,,,474
363-U1486D-19H-7-A,0,51,186,186.51,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Thin ash at 28 cm in section 7,,,,,,,,,,,,,363,U1486,D,19,H,7,A,,,,,475
363-U1486D-19H-CC-A,0,24,186.51,186.75,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,Thin ash at 19 cm in core catcher.,,,,,,,,,,,,,363,U1486,D,19,H,CC,A,,,,,476
