Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,
342-U1403A-14H-4-A,342,U1403,A,14,14-4,H,4,A,0.0,146.0,124.26,125.72,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5G 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-5-A,342,U1403,A,14,14-5,H,5,A,0.0,94.0,125.72,126.66,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5G 6/1 (greenish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-5-A,342,U1403,A,14,14-5,H,5,A,94.0,146.0,126.66,127.18,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-6-A,342,U1403,A,14,14-6,H,6,A,0.0,11.0,127.18,127.29,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/3 (pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-6-A,342,U1403,A,14,14-6,H,6,A,11.0,47.0,127.29,127.65,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-6-A,342,U1403,A,14,14-6,H,6,A,47.0,54.0,127.65,127.72,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/3 (pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-6-A,342,U1403,A,14,14-6,H,6,A,54.0,80.0,127.72,127.98,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/2 (light brownish gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-6-A,342,U1403,A,14,14-6,H,6,A,80.0,133.0,127.98,128.64,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10Y 7/2 (pale green),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-7-A,342,U1403,A,14,14-7,H,7,A,0.0,52.0,128.64,129.16,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 8/2 (very pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-7-A,342,U1403,A,14,14-7,H,7,A,52.0,89.0,129.16,129.53,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 6/3 (pale brown),,,,heavy [DB91],5,,"the very bottom of the section, where it is the darkest brown in color, has very few nannofossils and is more a clay with radiolarians, similar to CC (per smear slide analysis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-14H-CC-A,342,U1403,A,14,14-CC,H,CC,A,0.0,20.0,129.53,129.77,biogenic [Leg339],clay [Leg339],,biogenic  clay ,10YR 6/3 (pale brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biogenic   clay ,clay ,,,,,,,
342-U1403A-15H-1-A,342,U1403,A,15,15-1,H,1,A,3.0,30.0,129.3,129.6,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-1-A,342,U1403,A,15,15-1,H,1,A,30.0,48.0,129.6,129.78,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-1-A,342,U1403,A,15,15-1,H,1,A,48.0,150.0,129.78,130.8,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-2-A,342,U1403,A,15,15-2,H,2,A,0.0,150.0,130.8,132.3,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,pink-red (2.5YR 6/4) pseudo-nodule at 132 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-3-A,342,U1403,A,15,15-3,H,3,A,0.0,81.0,132.3,133.11,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-3-A,342,U1403,A,15,15-3,H,3,A,81.0,115.0,133.11,133.45,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-3-A,342,U1403,A,15,15-3,H,3,A,115.0,121.0,133.45,133.51,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,with distinct pink-red (2.5YR 6/4)  layer at 118.5 cm and also throughout the section,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-3-A,342,U1403,A,15,15-3,H,3,A,121.0,150.0,133.51,133.8,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-4-A,342,U1403,A,15,15-4,H,4,A,0.0,23.0,133.8,134.03,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-4-A,342,U1403,A,15,15-4,H,4,A,23.0,53.0,134.03,134.33,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-4-A,342,U1403,A,15,15-4,H,4,A,53.0,83.0,134.33,134.63,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-4-A,342,U1403,A,15,15-4,H,4,A,83.0,120.0,134.63,135.0,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],5YR 5/3 (reddish brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-4-A,342,U1403,A,15,15-4,H,4,A,120.0,150.0,135.0,135.3,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-5-A,342,U1403,A,15,15-5,H,5,A,0.0,115.0,135.3,136.45,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-5-A,342,U1403,A,15,15-5,H,5,A,115.0,120.0,136.45,136.5,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-5-A,342,U1403,A,15,15-5,H,5,A,120.0,150.0,136.5,136.8,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-6-A,342,U1403,A,15,15-6,H,6,A,0.0,17.0,136.8,136.97,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,"designated color is dominant, but it alternates with 10YR 5/3 throughout the section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-6-A,342,U1403,A,15,15-6,H,6,A,17.0,21.0,136.97,137.01,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-6-A,342,U1403,A,15,15-6,H,6,A,21.0,132.0,137.01,138.12,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,"designated color is dominant, but it alternates with 10YR 5/3 throughout the section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-6-A,342,U1403,A,15,15-6,H,6,A,132.0,141.0,138.12,138.21,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils [Leg339],10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1403A-15H-CC-A,342,U1403,A,15,15-CC,H,CC,A,0.0,12.0,138.21,138.28,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 5/3 (brown),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-15H-CC-A,342,U1403,A,15,15-CC,H,CC,A,7.0,22.0,138.28,138.43,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],10YR 7/2 (light gray),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,0.0,13.0,138.8,138.93,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,13.0,19.0,138.93,138.99,clayey [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],clayey  biogenic ooze  with radiolarians [Leg339],5YR 5/3 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,19.0,48.0,138.99,139.28,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,48.0,70.0,139.28,139.5,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,70.0,85.0,139.5,139.65,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,85.0,98.0,139.65,139.78,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,98.0,136.0,139.78,140.16,clayey [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],clayey  biogenic ooze  with radiolarians [Leg339],5YR 5/3 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-1-A,342,U1403,A,16,16-1,H,1,A,136.0,145.0,140.16,140.25,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,0.0,9.0,140.25,140.34,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,9.0,19.0,140.34,140.44,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 6/3 (light reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,19.0,27.0,140.44,140.52,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,27.0,32.0,140.52,140.57,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 6/3 (light reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,32.0,68.0,140.57,140.93,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,68.0,91.0,140.93,141.16,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,91.0,99.0,141.16,141.24,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 6/3 (light reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,99.0,127.0,141.24,141.52,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,127.0,131.0,141.52,141.56,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 5/4 (reddish brown),,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-2-A,342,U1403,A,16,16-2,H,2,A,131.0,145.0,141.56,141.7,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-3-A,342,U1403,A,16,16-3,H,3,A,0.0,145.0,141.7,143.15,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-4-A,342,U1403,A,16,16-4,H,4,A,0.0,145.0,143.15,144.6,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-5-A,342,U1403,A,16,16-5,H,5,A,0.0,145.0,144.6,146.05,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-6-A,342,U1403,A,16,16-6,H,6,A,0.0,151.0,146.05,147.56,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-16H-CC-A,342,U1403,A,16,16-CC,H,CC,A,0.0,19.0,147.56,147.8,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,heavy [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-17H-CC-A,342,U1403,A,17,17-CC,H,CC,A,0.0,15.0,147.8,147.95,nannofossil [Leg339],biogenic ooze [Leg339],with radiolarians [Leg339],nannofossil  biogenic ooze  with radiolarians [Leg339],5YR 7/4 (pink),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   biogenic ooze ,biogenic ooze   with radiolarians [Leg339],,,,,,,
342-U1403A-17H-CC-A,342,U1403,A,17,17-CC,H,CC,A,15.0,17.0,147.95,147.97,,chert [MMK88],,chert ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,0.0,4.0,148.0,148.04,,calcareous biosiliceous indurated sediment [Leg339],,calcareous biosiliceous indurated sediment ,,,,,moderate [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous biosiliceous indurated sediment ,calcareous biosiliceous indurated sediment ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,4.0,16.0,148.04,148.16,,chert [MMK88],,chert ,10YR 3/2 (very dark grayish brown),,,,moderate [DB91],4,,dark brown chert,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,16.0,58.0,148.16,148.58,,calcareous biosiliceous indurated sediment [Leg339],,calcareous biosiliceous indurated sediment ,,,,,moderate [DB91],4,,colors include 5YR 7/4 and 7.5YR 5/4 alternating in ~3-5 cm intervals,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous biosiliceous indurated sediment ,calcareous biosiliceous indurated sediment ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,58.0,67.0,148.58,148.67,,chert [MMK88],,chert ,10YR 3/2 (very dark grayish brown),,,,moderate [DB91],4,,brown chert with preserved bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,67.0,78.0,148.67,148.78,,chert [MMK88],,chert ,,,,,moderate [DB91],4,,alternating between dark brown and tan chert,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403A-18X-1-A,342,U1403,A,18,18-1,X,1,A,78.0,83.0,148.78,148.83,,chert [MMK88],,chert ,10YR 3/2 (very dark grayish brown),,,,moderate [DB91],4,,brown chert,,,,,,,,,,,,,,,,,,,,,,,,,,,,chert ,chert ,,,,,,,
342-U1403A-19X-1-A,342,U1403,A,19,19-1,X,1,A,5.0,150.0,156.0,157.5,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,7.5YR 5/4 (brown),,,,heavy [DB91],5,,"The Munsell color entered in the database is the dominant color, but irregularly alternates with a secondary, lighter color (10YR 7/4).  Dark bands are typically wider than light bands (both alternating on 10-cm scale).  The dark bands includes flecks of Mn and cm-scale nodular Mn",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,,
