Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1421A-75X-2-A,38,100,597.48,598.1,,clast-rich diamict [M89m],with silt [Leg339],clast-rich diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silty mud matrix; granules and pebbles up to 3 cm of siltstone, sandstone, greenstone, granitoids",,,,,,341,U1421,A,75,X,2,A,,,,314
341-U1421A-75X-CC-A,0,32,598.1,598.42,,clast-rich diamict [M89m],with silt [Leg339],clast-rich diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"muddy matrix, granules and pebbles (up to 3 cm) of siltstone, rhyolite breccia; drilled very fine sandstone (17-27 cm)",,,,,,341,U1421,A,75,X,CC,A,,,,315
341-U1421A-75X-CC-A,32,37,598.42,598.47,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,75,X,CC,A,,,,316
341-U1421A-76X-1-A,0,117,605.7,606.87,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, granitoid, quartz, argillite",,,,,,341,U1421,A,76,X,1,A,,,,317
341-U1421A-76X-1-A,117,137,606.87,607.07,,,,,,,,,,,,,,,,,,,,,,Sample DAIG,,,,,,341,U1421,A,76,X,1,A,,,,318
341-U1421A-76X-2-A,0,70,607.07,607.77,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, argillite, greenstone, granitoid, vein quartz, rhyolite",,,,,,341,U1421,A,76,X,2,A,,,,319
341-U1421A-76X-2-A,70,85,607.77,607.92,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1421,A,76,X,2,A,,,,320
341-U1421A-76X-3-A,0,84,607.92,608.76,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, metasediment, argillite with folding",,,,,,341,U1421,A,76,X,3,A,,,,321
341-U1421A-76X-3-A,84,108,608.76,609,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,- mud with dispersed clasts and diatoms,,,,,,341,U1421,A,76,X,3,A,,,,322
341-U1421A-76X-CC-A,0,19,609,609.19,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,- mud with dispersed clasts and diatoms,,,,,,341,U1421,A,76,X,CC,A,,,,323
341-U1421A-76X-CC-A,19,25,609.19,609.25,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,76,X,CC,A,,,,324
341-U1421A-77X-1-A,0,67,615.4,616.07,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,trace amount,1,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, basalt, greenstone, vein quartz, metasediment

- ~26-28.5 cm: carbonate tubes (multiple tubes sticking together)

- smear slide 50 cm: mud with volcanic ash",,,,,,341,U1421,A,77,X,1,A,,,,325
341-U1421A-77X-CC-A,0,23.5,616.07,616.305,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, siltstone, greenstone, rhyolite(?)",,,,,,341,U1421,A,77,X,CC,A,,,,326
341-U1421A-77X-CC-A,23.5,29,616.305,616.36,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,77,X,CC,A,,,,327
341-U1421A-77X-CC-A,29,36,616.36,616.43,,,,,,,,,,,,,,,,,,,,,,- washed pebble -> coarse sandstone,,,,,,341,U1421,A,77,X,CC,A,,,,328
341-U1421A-78X-1-A,0,127,625.1,626.37,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,shell fragment,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of siltstone, greenstone, sandstone, granitoid, vein quartz, argillite
- scattered shell fragments",,,,,,341,U1421,A,78,X,1,A,,,,329
341-U1421A-78X-1-A,127,142,626.37,626.52,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1421,A,78,X,1,A,,,,330
341-U1421A-78X-2-A,0,50.5,626.52,627.025,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of siltstone, greenstone, sandstone, granitoid, vein quartz, argillite
",,,,,,341,U1421,A,78,X,2,A,,,,331
341-U1421A-78X-2-A,50.5,84,627.025,627.36,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,present [A79],2,,,,,,,,,,"- mud with diatoms
- moderate to heavy bioturbation
- dispersed clasts
",,,,,,341,U1421,A,78,X,2,A,,,,332
341-U1421A-78X-2-A,84,142,627.36,627.94,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, metasandstone, basalt, greenstone, siltstone with deformation",,,,,,341,U1421,A,78,X,2,A,,,,333
341-U1421A-78X-CC-A,0,35,627.94,628.29,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"- clast-rich diamict with sandy mud matrix
- granules and pebbles of sandstone, metasandstone, basalt, greenstone, siltstone with deformation",,,,,,341,U1421,A,78,X,CC,A,,,,334
341-U1421A-78X-CC-A,35,40,628.29,628.34,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,78,X,CC,A,,,,335
341-U1421A-78X-CC-A,40,45,628.34,628.39,,,,,,,,,,,,,,,,,,,,,,- washed rocks -> 4 pcs. of sandstone,,,,,,341,U1421,A,78,X,CC,A,,,,336
341-U1421A-79X-1-A,0,79,634.8,635.59,silty,clast-rich diamict [M89m],with sand [Leg339],silty clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 11, rhyolite 1, sandstone 4, siltst 6, granitoid 3, argillite 1",,,,,,341,U1421,A,79,X,1,A,,,,337
341-U1421A-79X-CC-#1-A,0,11,635.59,635.7,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock); bin 1+2 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,A,,,,338
341-U1421A-79X-CC-#2-A,0,7,635.7,635.77,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock); bin 1+2 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,A,,,,339
341-U1421A-79X-CC-#3-A,0,10,635.77,635.87,,,,,,,,,,,present [A79],1,,,,,,,,,,tonalite (drilled rock); bin 3+4 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,A,,,,340
341-U1421A-79X-CC-#4-A,0,7,635.87,635.94,,,,,,,,,,,present [A79],1,,,,,,,,,,tonalite (drilled rock); bin 3+4 orig. 1 pc,,,,,,341,U1421,A,79,X,CC,A,,,,341
341-U1421A-79X-CC-#5-A,0,5,635.94,635.99,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,79,X,CC,A,,,,342
341-U1421A-79X-CC-#6-A,0,7,635.99,636.06,,,,,,,,,,,present [A79],1,,,,,,,,,,granodiorite,,,,,,341,U1421,A,79,X,CC,A,,,,343
341-U1421A-80X-CC-A,0,49,644.5,644.99,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"granitoid 3, basalt 4, greywacke 1, sandstone 1, siltstone 4",,,,,,341,U1421,A,80,X,CC,A,,,,344
341-U1421A-81X-1-A,0,58,654.2,654.78,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, greywacke 1, sandstone 2, red siltstone 1, black siltstone 6",,,,,,341,U1421,A,81,X,1,A,,,,345
341-U1421A-82X-1-A,0,49,663.9,664.39,sandy,clast-rich diamict [M89m],,sandy clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"granite 1, sandstone 3, siltstone 7, basalt 1, vein qtz 1",,,,,,341,U1421,A,82,X,1,A,,,,346
341-U1421A-82X-CC-#1-A,0,5,664.39,664.44,,,,,,,,,,,present [A79],5,,,,,,,,,,5 metasiltstones,,,,,,341,U1421,A,82,X,CC,A,,,,347
341-U1421A-82X-CC-#10-A,0,5,664.87,664.92,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,82,X,CC,A,,,,348
341-U1421A-82X-CC-#2-A,0,14,664.44,664.58,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,A,,,,349
341-U1421A-82X-CC-#3-A,0,4,664.58,664.62,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,A,,,,350
341-U1421A-82X-CC-#4-A,0,3,664.62,664.65,,,,,,,,,,,present [A79],1,,,,,,,,,,"metasiltstone (drilled rock); bins 2,3,4 orig. 1 pc",,,,,,341,U1421,A,82,X,CC,A,,,,351
341-U1421A-82X-CC-#5-A,0,7,664.65,664.72,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite; bins 5+6 orig. 1 pc,,,,,,341,U1421,A,82,X,CC,A,,,,352
341-U1421A-82X-CC-#6-A,0,2,664.72,664.74,,,,,,,,,,,present [A79],1,,,,,,,,,,rhyolite; bins 5+6 orig. 1 pc,,,,,,341,U1421,A,82,X,CC,A,,,,353
341-U1421A-82X-CC-#7-A,0,6,664.74,664.8,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,82,X,CC,A,,,,354
341-U1421A-82X-CC-#8-A,0,3,664.8,664.83,,,,,,,,,,,present [A79],8,,,,,,,,,,8 metasiltstone pebbles,,,,,,341,U1421,A,82,X,CC,A,,,,355
341-U1421A-82X-CC-#9-A,0,4,664.83,664.87,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,82,X,CC,A,,,,356
341-U1421A-83X-1-A,0,124,673.6,674.84,silty,clast-poor diamict [M89m],with sand [Leg339],silty clast-poor diamict  with sand ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"sandst 1, basalt 3, siltst 7, argillite 1",,,,,,341,U1421,A,83,X,1,A,,,,357
341-U1421A-83X-CC-A,0,24,674.84,675.08,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, sandst 2, siltst 3",,,,,,341,U1421,A,83,X,CC,A,,,,358
341-U1421A-83X-CC-A,24,29,675.08,675.13,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,83,X,CC,A,,,,359
341-U1421A-83X-CC-A,29,42,675.13,675.26,sandy,clast-poor diamict [M89m],,sandy clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"argillite 1, granite 1, sdst 1",,,,,,341,U1421,A,83,X,CC,A,,,,360
341-U1421A-84X-1-A,0,55,683.3,683.85,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"all pebbles (2cm or less): granitoid(3), basalt(7), siltstone (5), rhyolite(2), sandstone(3), schist(1)",,,,,,341,U1421,A,84,X,1,A,,,,361
341-U1421A-84X-CC-A,0,1,683.85,683.86,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1421,A,84,X,CC,A,,,,362
341-U1421A-84X-CC-A,1,6,683.86,683.91,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,84,X,CC,A,,,,363
341-U1421A-84X-CC-A,6,41,683.91,684.26,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,cobble [W22_2],subangular,,,,"clasts: metavolcanic(1, cobble), basalt(7), rhyolite(1), sandstone(5), argillite(1), siltstone(3), limestone(2)",,,,,,341,U1421,A,84,X,CC,A,,,,364
341-U1421A-85X-1-A,0,57,693,693.57,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts all pebble (1.5cm or less), lithology difficult to ID because of soupy drilling disturbance;
siltstone(4), sandstone(4), basalt(7)",,,,,,341,U1421,A,85,X,1,A,,,,365
341-U1421A-85X-1-A,57,62,693.57,693.62,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,85,X,1,A,,,,366
341-U1421A-85X-1-A,62,77,693.62,693.77,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: siltstone(1), metavolcanic(1), sandstone(2), basalt(3)",,,,,,341,U1421,A,85,X,1,A,,,,367
341-U1421A-85X-1-A,77,95,693.77,693.95,,,,,,,,,,,present [A79],2,,,cobble [W22_2],subrounded,,,,,,"sandstone, metasiltstone; both drilled, @ least 8cm cobbles",,,,,,341,U1421,A,85,X,1,A,,,,368
