Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1344A-40X-3-A,323,U1344,A,40,40-3,X,3,A,0,8,371.3,371.38,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,2.5/N,,,,,,,,,,,,
323-U1344A-40X-3-A,323,U1344,A,40,40-3,X,3,A,8,15,371.38,371.45,clayey silt [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich clayey silt,100.0,stiff,10Y 4/1,,,,,,,,,,,,
323-U1344A-40X-3-A,323,U1344,A,40,40-3,X,3,A,15,91,371.45,372.21,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,2.5/N,,,,,,,,,,,,
323-U1344A-40X-4-A,323,U1344,A,40,40-4,X,4,A,0,75,372.21,372.96,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,2.5/N,,,,,,,,,,,,
323-U1344A-40X-CC-A,323,U1344,A,40,40-CC,X,CC,A,0,23,372.96,373.19,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,2.5/N,,,,,,,,,,,,
323-U1344A-41X-1-A,323,U1344,A,41,41-1,X,1,A,0,150,378.5,380.0,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-41X-2-A,323,U1344,A,41,41-2,X,2,A,0,150,380.0,381.5,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-41X-3-A,323,U1344,A,41,41-3,X,3,A,0,100,381.5,382.5,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-41X-3-A,323,U1344,A,41,41-3,X,3,A,100,150,382.5,383.0,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-41X-4-A,323,U1344,A,41,41-4,X,4,A,0,150,383.0,384.5,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-41X-5-A,323,U1344,A,41,41-5,X,5,A,0,150,384.5,386.0,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-41X-6-A,323,U1344,A,41,41-6,X,6,A,0,85,386.0,386.85,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-41X-7-A,323,U1344,A,41,41-7,X,7,A,0,65,386.85,387.5,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-41X-CC-A,323,U1344,A,41,41-CC,X,CC,A,0,37,387.5,387.87,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-42X-1-A,323,U1344,A,42,42-1,X,1,A,0,150,388.0,389.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-2-A,323,U1344,A,42,42-2,X,2,A,0,150,389.5,391.0,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-3-A,323,U1344,A,42,42-3,X,3,A,0,150,391.0,392.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-4-A,323,U1344,A,42,42-4,X,4,A,0,150,392.5,394.0,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-5-A,323,U1344,A,42,42-5,X,5,A,0,150,394.0,395.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-6-A,323,U1344,A,42,42-6,X,6,A,0,100,395.5,396.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-7-A,323,U1344,A,42,42-7,X,7,A,0,69,396.5,397.19,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-42X-CC-A,323,U1344,A,42,42-CC,X,CC,A,0,20,397.19,397.39,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-43X-1-A,323,U1344,A,43,43-1,X,1,A,0,150,397.6,399.1,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-43X-2-A,323,U1344,A,43,43-2,X,2,A,0,150,399.1,400.6,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-43X-3-A,323,U1344,A,43,43-3,X,3,A,0,150,400.6,402.1,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-43X-4-A,323,U1344,A,43,43-4,X,4,A,0,110,402.1,403.2,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-43X-CC-A,323,U1344,A,43,43-CC,X,CC,A,0,26,403.2,403.46,silt [S54],,diatom-bearing,diatom-bearing silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-44X-1-A,323,U1344,A,44,44-1,X,1,A,0,150,407.2,408.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-44X-2-A,323,U1344,A,44,44-2,X,2,A,0,150,408.7,410.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-44X-3-A,323,U1344,A,44,44-3,X,3,A,0,145,410.2,411.65,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-44X-4-A,323,U1344,A,44,44-4,X,4,A,0,5,411.65,411.7,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-44X-4-A,323,U1344,A,44,44-4,X,4,A,5,150,411.7,413.15,silt [S54],,diatom-rich,diatom-rich silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-44X-5-A,323,U1344,A,44,44-5,X,5,A,0,5,413.15,413.2,silt [S54],,diatom-rich,diatom-rich silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-44X-5-A,323,U1344,A,44,44-5,X,5,A,5,78,413.2,413.93,silt [S54],,diatom-rich,diatom-rich silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-44X-6-A,323,U1344,A,44,44-6,X,6,A,0,55,413.93,414.48,silt [S54],,diatom-rich,diatom-rich silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-44X-CC-A,323,U1344,A,44,44-CC,X,CC,A,0,41,414.48,414.89,silt [S54],,diatom-rich,diatom-rich silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-1-A,323,U1344,A,45,45-1,X,1,A,0,150,416.8,418.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-2-A,323,U1344,A,45,45-2,X,2,A,0,150,418.3,419.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-3-A,323,U1344,A,45,45-3,X,3,A,0,150,419.8,421.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-4-A,323,U1344,A,45,45-4,X,4,A,0,144,421.3,422.74,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-5-A,323,U1344,A,45,45-5,X,5,A,0,70,422.74,423.44,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-45X-5-A,323,U1344,A,45,45-5,X,5,A,70,150,423.44,424.24,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,
323-U1344A-45X-6-A,323,U1344,A,45,45-6,X,6,A,0,109,424.24,425.33,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,
323-U1344A-45X-CC-A,323,U1344,A,45,45-CC,X,CC,A,0,50,425.33,425.83,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,4/N,,,,,,,,,,,,
323-U1344A-46X-1-A,323,U1344,A,46,46-1,X,1,A,0,75,426.4,427.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-2-A,323,U1344,A,46,46-2,X,2,A,0,150,427.15,428.65,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-3-A,323,U1344,A,46,46-3,X,3,A,0,150,428.65,430.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-4-A,323,U1344,A,46,46-4,X,4,A,0,143,430.15,431.58,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-5-A,323,U1344,A,46,46-5,X,5,A,0,150,431.58,433.08,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-6-A,323,U1344,A,46,46-6,X,6,A,0,32,433.08,433.4,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-46X-CC-A,323,U1344,A,46,46-CC,X,CC,A,0,60,433.4,434.0,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-47X-1-A,323,U1344,A,47,47-1,X,1,A,0,60,436.0,436.6,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-47X-1-A,323,U1344,A,47,47-1,X,1,A,60,150,436.6,437.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-47X-2-A,323,U1344,A,47,47-2,X,2,A,0,150,437.5,439.0,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-47X-3-A,323,U1344,A,47,47-3,X,3,A,0,150,439.0,440.5,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-47X-4-A,323,U1344,A,47,47-4,X,4,A,0,145,440.5,441.95,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-47X-5-A,323,U1344,A,47,47-5,X,5,A,0,71,441.95,442.66,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-47X-CC-A,323,U1344,A,47,47-CC,X,CC,A,0,27,442.66,442.93,diatom silt,Leg 323,,diatom silt,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-48X-1-A,323,U1344,A,48,48-1,X,1,A,0,150,445.6,447.1,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-48X-2-A,323,U1344,A,48,48-2,X,2,A,0,150,447.1,448.6,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-48X-3-A,323,U1344,A,48,48-3,X,3,A,0,150,448.6,450.1,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-48X-4-A,323,U1344,A,48,48-4,X,4,A,0,98,450.1,451.08,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-48X-5-A,323,U1344,A,48,48-5,X,5,A,0,50,451.08,451.58,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-49X-1-A,323,U1344,A,49,49-1,X,1,A,0,150,455.1,456.6,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-49X-2-A,323,U1344,A,49,49-2,X,2,A,0,150,456.6,458.1,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-49X-3-A,323,U1344,A,49,49-3,X,3,A,0,150,458.1,459.6,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-49X-4-A,323,U1344,A,49,49-4,X,4,A,0,150,459.6,461.1,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-49X-CC-A,323,U1344,A,49,49-CC,X,CC,A,0,63,461.1,461.73,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-50X-1-A,323,U1344,A,50,50-1,X,1,A,0,150,464.7,466.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-2-A,323,U1344,A,50,50-2,X,2,A,0,18,466.2,466.38,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-2-A,323,U1344,A,50,50-2,X,2,A,18,22,466.38,466.42,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-50X-2-A,323,U1344,A,50,50-2,X,2,A,22,150,466.42,467.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-3-A,323,U1344,A,50,50-3,X,3,A,0,150,467.7,469.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-4-A,323,U1344,A,50,50-4,X,4,A,0,135,469.2,470.55,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-4-A,323,U1344,A,50,50-4,X,4,A,135,138,470.55,470.58,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-50X-4-A,323,U1344,A,50,50-4,X,4,A,138,150,470.58,470.7,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-5-A,323,U1344,A,50,50-5,X,5,A,0,150,470.7,472.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-6-A,323,U1344,A,50,50-6,X,6,A,0,32,472.2,472.52,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-6-A,323,U1344,A,50,50-6,X,6,A,32,43,472.52,472.63,sandy clay [S54],"Shepard, 1954",authigenic carbonate diatom-rich,authigenic carbonate diatom-rich sandy clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-50X-6-A,323,U1344,A,50,50-6,X,6,A,43,108,472.63,473.28,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-50X-CC-A,323,U1344,A,50,50-CC,X,CC,A,0,9,473.28,473.37,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-51X-1-A,323,U1344,A,51,51-1,X,1,A,0,150,474.4,475.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-51X-2-A,323,U1344,A,51,51-2,X,2,A,0,137,475.9,477.27,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-51X-3-A,323,U1344,A,51,51-3,X,3,A,0,35,477.27,477.62,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-51X-3-A,323,U1344,A,51,51-3,X,3,A,35,150,477.62,478.77,diatom silt,Leg 323,,diatom silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-51X-4-A,323,U1344,A,51,51-4,X,4,A,0,150,478.77,480.27,diatom silt,Leg 323,,diatom silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-51X-5-A,323,U1344,A,51,51-5,X,5,A,0,150,480.27,481.77,diatom silt,Leg 323,,diatom silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-51X-6-A,323,U1344,A,51,51-6,X,6,A,0,48,481.77,482.25,diatom silt,Leg 323,,diatom silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-51X-CC-A,323,U1344,A,51,51-CC,X,CC,A,0,30,482.25,482.55,diatom silt,Leg 323,,diatom silt,,soft,10Y 2.5/1,,,,,,,,,,,,
323-U1344A-52X-1-A,323,U1344,A,52,52-1,X,1,A,0,67,483.9,484.57,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-52X-2-A,323,U1344,A,52,52-2,X,2,A,0,150,484.57,486.07,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-52X-3-A,323,U1344,A,52,52-3,X,3,A,0,143,486.07,487.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-52X-4-A,323,U1344,A,52,52-4,X,4,A,0,150,487.5,489.0,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-52X-5-A,323,U1344,A,52,52-5,X,5,A,0,148,489.0,490.48,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,3/N ,,,,,,,,,,,,
323-U1344A-52X-6-A,323,U1344,A,52,52-6,X,6,A,0,127,490.48,491.75,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-52X-7-A,323,U1344,A,52,52-7,X,7,A,0,97,491.75,492.72,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-52X-CC-A,323,U1344,A,52,52-CC,X,CC,A,0,39,492.72,493.11,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-53X-1-A,323,U1344,A,53,53-1,X,1,A,0,150,493.2,494.7,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-53X-2-A,323,U1344,A,53,53-2,X,2,A,0,50,494.7,495.2,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-53X-2-A,323,U1344,A,53,53-2,X,2,A,50,150,495.2,496.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-53X-3-A,323,U1344,A,53,53-3,X,3,A,0,150,496.2,497.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-53X-4-A,323,U1344,A,53,53-4,X,4,A,0,150,497.7,499.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-53X-5-A,323,U1344,A,53,53-5,X,5,A,0,150,499.2,500.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-53X-6-A,323,U1344,A,53,53-6,X,6,A,0,100,500.7,501.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-53X-CC-A,323,U1344,A,53,53-CC,X,CC,A,0,33,501.7,502.03,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,,soft,3/N ,,,,,,,,,,,,
323-U1344A-54X-1-A,323,U1344,A,54,54-1,X,1,A,0,150,502.9,504.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-2-A,323,U1344,A,54,54-2,X,2,A,0,150,504.4,505.9,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-3-A,323,U1344,A,54,54-3,X,3,A,0,150,505.9,507.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-4-A,323,U1344,A,54,54-4,X,4,A,0,150,507.4,508.9,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-5-A,323,U1344,A,54,54-5,X,5,A,0,150,508.9,510.4,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-6-A,323,U1344,A,54,54-6,X,6,A,0,117,510.4,511.57,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-54X-CC-A,323,U1344,A,54,54-CC,X,CC,A,0,29,511.57,511.86,diatom silty clay,Leg 323,,diatom silty clay,,soft,10GY 4/1,,,,,,,,,,,,
323-U1344A-55X-1-A,323,U1344,A,55,55-1,X,1,A,0,150,512.4,513.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-2-A,323,U1344,A,55,55-2,X,2,A,0,150,513.9,515.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-3-A,323,U1344,A,55,55-3,X,3,A,0,150,515.4,516.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-4-A,323,U1344,A,55,55-4,X,4,A,0,150,516.9,518.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-5-A,323,U1344,A,55,55-5,X,5,A,0,150,518.4,519.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-6-A,323,U1344,A,55,55-6,X,6,A,0,79,519.9,520.69,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100.0,soft,3/N ,,,,,,,,,,,,
323-U1344A-55X-6-A,323,U1344,A,55,55-6,X,6,A,79,100,520.69,520.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-55X-7-A,323,U1344,A,55,55-7,X,7,A,0,44,520.9,521.34,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-55X-CC-A,323,U1344,A,55,55-CC,X,CC,A,0,37,521.34,521.71,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 4/1,,,,,,,,,,,,
323-U1344A-56X-1-A,323,U1344,A,56,56-1,X,1,A,0,150,522.0,523.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-2-A,323,U1344,A,56,56-2,X,2,A,0,150,523.5,525.0,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-3-A,323,U1344,A,56,56-3,X,3,A,0,150,525.0,526.5,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-4-A,323,U1344,A,56,56-4,X,4,A,0,150,526.5,528.0,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-5-A,323,U1344,A,56,56-5,X,5,A,0,100,528.0,529.0,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,0,20,529.0,529.2,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,20,24,529.2,529.24,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,100.0,soft,10Y 3/1,,,,,,,,,,,,
323-U1344A-56X-6-A,323,U1344,A,56,56-6,X,6,A,24,96,529.24,529.96,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
323-U1344A-56X-CC-A,323,U1344,A,56,56-CC,X,CC,A,0,35,529.96,530.31,silty clay [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silty clay,100.0,soft,5GY 3/1,,,,,,,,,,,,
